kw,vol,kd,intent,pos,url,etv
calculate net salary,5400,1,informational,46,https://pay-calculator-australia.com/monthly-pay-calculator/,11.34000015258789
fortnightly tax calculator,5400,23,informational,34,https://pay-calculator-australia.com/fortnightly-pay-calculator/,11.34000015258789
hospitality award,5400,0,informational,56,https://pay-calculator-australia.com/hospitality-award-rates/,11.34000015258789
income and tax rates,5400,32,informational,61,https://pay-calculator-australia.com/tax-brackets/,11.34000015258789
income tax rate,5400,31,informational,63,https://pay-calculator-australia.com/tax-brackets/,11.34000015258789
income tax rates,5400,32,informational,59,https://pay-calculator-australia.com/tax-brackets/,11.34000015258789
lito,5400,0,informational,40,https://pay-calculator-australia.com/low-income-tax-offset/,11.34000015258789
net pay calculator,5400,3,informational,40,https://pay-calculator-australia.com/gross-pay-calculator/,11.34000015258789
notice of assessment,5400,0,transactional,46,https://pay-calculator-australia.com/notice-of-assessment/,11.34000015258789
pay calculator nsw,5400,15,informational,24,https://pay-calculator-australia.com/pay-calculator-nsw/,11.34000015258789
paycheck net calculator,5400,53,informational,57,https://pay-calculator-australia.com/,11.34000015258789
redundancy calculator,5400,2,informational,57,https://pay-calculator-australia.com/redundancy-pay-calculator/,11.34000015258789
redundancy pay calculator,5400,0,informational,56,https://pay-calculator-australia.com/redundancy-pay-calculator/,11.34000015258789
redundancy payment calculation table,5400,3,informational,25,https://pay-calculator-australia.com/redundancy-pay-calculator/,11.34000015258789
redundancy payment calculator,5400,15,informational,28,https://pay-calculator-australia.com/redundancy-pay-calculator/,11.34000015258789
tax calculator fortnightly,5400,23,informational,36,https://pay-calculator-australia.com/fortnightly-pay-calculator/,11.34000015258789
tax file declaration form,5400,5,informational,45,https://pay-calculator-australia.com/tax-file-number-declaration/,11.34000015258789
vps,5400,35,commercial,94,https://pay-calculator-australia.com/public-service-pay-scales/vic/,11.34000015258789
wage calculator nsw,5400,39,informational,21,https://pay-calculator-australia.com/pay-calculator-nsw/,12.420000076293945
weekly tax table 2025,5400,0,informational,34,https://pay-calculator-australia.com/weekly-tax-table/,11.34000015258789
weekly tax table 2026,5400,0,transactional,16,https://pay-calculator-australia.com/payg-withholding-tables/,23.219999313354492
australian tax brackets 2026,4400,32,commercial,65,https://pay-calculator-australia.com/tax-brackets/,9.239999771118164
fee help repayment,4400,21,informational,38,https://pay-calculator-australia.com/hecs-help-guide/,9.239999771118164
fee-help repayment,4400,21,informational,32,https://pay-calculator-australia.com/hecs-help-guide/,9.239999771118164
hecs help loan repayments,4400,17,informational,44,https://pay-calculator-australia.com/hecs-help-guide/,9.239999771118164
hecs repayment,4400,12,informational,58,https://pay-calculator-australia.com/hecs-help-guide/,9.239999771118164
hecs repayments,4400,8,informational,39,https://pay-calculator-australia.com/hecs-help-guide/,9.239999771118164
how much tax do i pay,4400,38,informational,77,https://pay-calculator-australia.com/,9.239999771118164
income tax brackets,4400,37,informational,57,https://pay-calculator-australia.com/tax-brackets/,9.239999771118164
individual tax rate,4400,32,informational,63,https://pay-calculator-australia.com/tax-brackets/,9.239999771118164
individual tax rates,4400,32,informational,61,https://pay-calculator-australia.com/tax-brackets/,9.239999771118164
medicare levy calculator,4400,0,informational,26,https://pay-calculator-australia.com/medicare-levy/,9.239999771118164
payroll calculator,4400,11,informational,41,https://pay-calculator-australia.com/monthly-pay-calculator/,9.239999771118164
repayment of hecs,4400,14,transactional,48,https://pay-calculator-australia.com/hecs-help-guide/,9.239999771118164
salary of a teacher,4400,5,informational,26,https://pay-calculator-australia.com/teacher-pay-australia/,9.239999771118164
salary tax brackets,4400,37,informational,52,https://pay-calculator-australia.com/tax-brackets/,9.239999771118164
tax bracket and income,4400,31,informational,36,https://pay-calculator-australia.com/tax-brackets/,9.239999771118164
tax brackets and income,4400,32,informational,56,https://pay-calculator-australia.com/tax-brackets/,9.239999771118164
tax individual rate,4400,38,informational,62,https://pay-calculator-australia.com/tax-brackets/,9.239999771118164
tax individual rates,4400,38,commercial,58,https://pay-calculator-australia.com/tax-brackets/,9.239999771118164
tax rate for individuals,4400,37,informational,66,https://pay-calculator-australia.com/tax-brackets/,9.239999771118164
tax rate individual,4400,32,informational,61,https://pay-calculator-australia.com/tax-brackets/,9.239999771118164
tax rates for individuals,4400,37,informational,68,https://pay-calculator-australia.com/tax-brackets/,9.239999771118164
tax thresholds 2026,4400,37,informational,64,https://pay-calculator-australia.com/tax-brackets/,9.239999771118164
taxes and income brackets,4400,32,informational,54,https://pay-calculator-australia.com/tax-brackets/,9.239999771118164
teacher earnings,4400,15,informational,22,https://pay-calculator-australia.com/teacher-pay-australia/,9.680000305175781
teacher salary,4400,7,informational,24,https://pay-calculator-australia.com/teacher-pay-australia/,9.239999771118164
teacher salary in nsw,4400,0,informational,34,https://pay-calculator-australia.com/teacher-pay-australia/nsw/,9.239999771118164
teacher wage,4400,11,informational,25,https://pay-calculator-australia.com/teacher-pay-australia/,9.239999771118164
ato tax schedule,3600,28,informational,39,https://pay-calculator-australia.com/weekly-tax-table/,7.559999942779541
australian tax tables,3600,32,informational,35,https://pay-calculator-australia.com/tax-brackets/,7.559999942779541
award wage for hospitality,3600,0,commercial,24,https://pay-calculator-australia.com/hospitality-award-rates/,7.559999942779541
hecs repayment threshold,3600,5,informational,16,https://pay-calculator-australia.com/hecs-repayment-threshold/,15.479999542236328
hecs repayment thresholds,3600,5,commercial,15,https://pay-calculator-australia.com/hecs-repayment-threshold/,18.360000610351562
hospitality award rates,3600,0,informational,14,https://pay-calculator-australia.com/hospitality-award-rates/,20.15999984741211
low income tax offset,3600,5,informational,46,https://pay-calculator-australia.com/low-income-tax-offset/,7.559999942779541
nurse income,3600,0,informational,29,https://pay-calculator-australia.com/healthcare-worker-pay/qld/,7.559999942779541
nurse salaries,3600,1,informational,77,https://pay-calculator-australia.com/healthcare-worker-pay/nsw/,7.559999942779541
nurse salary,3600,0,informational,77,https://pay-calculator-australia.com/healthcare-worker-pay/vic/,7.559999942779541
nurses salaries,3600,1,informational,76,https://pay-calculator-australia.com/healthcare-worker-pay/nsw/,7.559999942779541
nurses salary,3600,0,informational,77,https://pay-calculator-australia.com/healthcare-worker-pay/nsw/,7.559999942779541
nursing salaries,3600,1,informational,75,https://pay-calculator-australia.com/healthcare-worker-pay/nsw/,7.559999942779541
nursing salary,3600,1,informational,76,https://pay-calculator-australia.com/healthcare-worker-pay/vic/,7.559999942779541
pact calculator,3600,12,informational,64,https://pay-calculator-australia.com/salary-package-calculator/,7.559999942779541
queensland teachers pay rate,3600,0,informational,20,https://pay-calculator-australia.com/teacher-pay-australia/qld/,8.640000343322754
retail award rate,3600,0,informational,50,https://pay-calculator-australia.com/retail-award-rates/,7.559999942779541
retail industry award rates,3600,0,informational,50,https://pay-calculator-australia.com/retail-award-rates/,7.559999942779541
salary nurse,3600,0,informational,78,https://pay-calculator-australia.com/healthcare-worker-pay/vic/,7.559999942779541
schads,3600,0,informational,82,https://pay-calculator-australia.com/schads-award-pay-rates/,7.559999942779541
schads award 2025,3600,0,informational,36,https://pay-calculator-australia.com/schads-award-pay-rates/,7.559999942779541
schads award pay rates,3600,0,informational,22,https://pay-calculator-australia.com/schads-award-pay-rates/,7.920000076293945
tax brackets australia 2026,3600,37,informational,68,https://pay-calculator-australia.com/tax-brackets/,7.559999942779541
vps pay grades,3600,0,informational,10,https://pay-calculator-australia.com/public-service-pay-scales/vic/,40.68000030517578
vps pay rates,3600,0,informational,12,https://pay-calculator-australia.com/public-service-pay-scales/vic/,27
vps salaries,3600,0,informational,14,https://pay-calculator-australia.com/public-service-pay-scales/vic/,20.15999984741211
vps salary,3600,0,informational,14,https://pay-calculator-australia.com/public-service-pay-scales/vic/,20.15999984741211
vps salary rates,3600,0,informational,11,https://pay-calculator-australia.com/public-service-pay-scales/vic/,32.7599983215332
wage and tax calculator,3600,9,informational,75,https://pay-calculator-australia.com/monthly-pay-calculator/,7.559999942779541
wages and tax calculator,3600,8,informational,75,https://pay-calculator-australia.com/monthly-pay-calculator/,7.559999942779541
2026 tax brackets,2900,32,informational,64,https://pay-calculator-australia.com/tax-brackets/,6.090000152587891
2026 tax rates,2900,43,informational,51,https://pay-calculator-australia.com/tax-brackets/,6.090000152587891
australia tax rates,2900,37,informational,55,https://pay-calculator-australia.com/tax-brackets/,6.090000152587891
gross income,2900,0,informational,53,https://pay-calculator-australia.com/gross-pay-calculator/,6.090000152587891
income tax brackets australia,2900,43,informational,52,https://pay-calculator-australia.com/tax-brackets/,6.090000152587891
long service leave calculator nsw,2900,0,informational,55,https://pay-calculator-australia.com/long-service-leave-calculator/,6.090000152587891
long service leave nsw calculator,2900,0,informational,57,https://pay-calculator-australia.com/long-service-leave-calculator/,6.090000152587891
lsl calculator nsw,2900,0,informational,51,https://pay-calculator-australia.com/long-service-leave-calculator/,6.090000152587891
medicare levy surcharge calculator,2900,10,informational,29,https://pay-calculator-australia.com/medicare-levy/,6.090000152587891
nurse wage qld,2900,0,informational,26,https://pay-calculator-australia.com/healthcare-worker-pay/qld/,6.090000152587891
nurse wages qld,2900,0,informational,27,https://pay-calculator-australia.com/healthcare-worker-pay/qld/,6.090000152587891
nurses salary qld,2900,0,informational,39,https://pay-calculator-australia.com/healthcare-worker-pay/qld/,6.090000152587891
nurses wage qld,2900,0,informational,28,https://pay-calculator-australia.com/healthcare-worker-pay/qld/,6.090000152587891
nursing pay rates qld,2900,0,informational,24,https://pay-calculator-australia.com/healthcare-worker-pay/qld/,6.090000152587891
nursing penalty rates qld,2900,0,informational,21,https://pay-calculator-australia.com/healthcare-worker-pay/qld/,6.670000076293945
nursing salary qld,2900,0,informational,41,https://pay-calculator-australia.com/healthcare-worker-pay/qld/,6.090000152587891
nursing wage rates qld,2900,0,informational,17,https://pay-calculator-australia.com/healthcare-worker-pay/qld/,12.470000267028809
nursing wages qld,2900,0,informational,26,https://pay-calculator-australia.com/healthcare-worker-pay/qld/,6.090000152587891
pay after tax,2900,6,informational,49,https://pay-calculator-australia.com/annual-pay-calculator/,6.090000152587891
pay finder,2900,34,navigational,70,https://pay-calculator-australia.com/pay-calculator-wa/,6.090000152587891
pay rates,2900,21,informational,33,https://pay-calculator-australia.com/award-rates/,6.090000152587891
pay rates nurses qld,2900,0,informational,22,https://pay-calculator-australia.com/healthcare-worker-pay/qld/,6.380000114440918
paye calculator,2900,34,informational,37,https://pay-calculator-australia.com/,6.090000152587891
qld nurse pay rates,2900,0,informational,23,https://pay-calculator-australia.com/healthcare-worker-pay/qld/,6.090000152587891
qld nurses pay rates,2900,0,informational,21,https://pay-calculator-australia.com/healthcare-worker-pay/qld/,6.670000076293945
qld nursing pay rates,2900,0,informational,19,https://pay-calculator-australia.com/healthcare-worker-pay/qld/,7.829999923706055
qld nursing wages,2900,0,informational,22,https://pay-calculator-australia.com/healthcare-worker-pay/qld/,6.380000114440918
qld teacher pay,2900,0,informational,21,https://pay-calculator-australia.com/teacher-pay-australia/qld/,6.670000076293945
qld teacher salary,2900,0,informational,23,https://pay-calculator-australia.com/teacher-pay-australia/qld/,6.090000152587891
qld teachers pay,2900,0,informational,26,https://pay-calculator-australia.com/teacher-pay-australia/qld/,6.090000152587891
queensland nurse pay rates,2900,0,informational,19,https://pay-calculator-australia.com/healthcare-worker-pay/qld/,7.829999923706055
queensland nurses pay,2900,0,informational,24,https://pay-calculator-australia.com/healthcare-worker-pay/qld/,6.090000152587891
queensland nurses pay rates,2900,0,informational,17,https://pay-calculator-australia.com/healthcare-worker-pay/qld/,12.470000267028809
queensland nursing salary,2900,0,informational,40,https://pay-calculator-australia.com/healthcare-worker-pay/qld/,6.090000152587891
queensland teacher pay,2900,0,informational,21,https://pay-calculator-australia.com/teacher-pay-australia/qld/,6.670000076293945
rates of pay,2900,23,informational,37,https://pay-calculator-australia.com/award-rates/,6.090000152587891
redundancy payment nsw,2900,1,informational,44,https://pay-calculator-australia.com/redundancy-pay-guide/,6.090000152587891
registered nurse wages qld,2900,0,informational,26,https://pay-calculator-australia.com/healthcare-worker-pay/qld/,6.090000152587891
salary after tax,2900,5,informational,44,https://pay-calculator-australia.com/annual-pay-calculator/,6.090000152587891
tax bracket australia 2025,2900,32,informational,75,https://pay-calculator-australia.com/tax-brackets/,6.090000152587891
tax brackets australia 2025,2900,32,informational,84,https://pay-calculator-australia.com/tax-brackets/,6.090000152587891
tax file number declaration,2900,4,informational,46,https://pay-calculator-australia.com/tax-file-number-declaration/,6.090000152587891
tax low income offset,2900,5,commercial,44,https://pay-calculator-australia.com/low-income-tax-offset/,6.090000152587891
tax offset low income,2900,13,informational,42,https://pay-calculator-australia.com/low-income-tax-offset/,6.090000152587891
tax offsets low income,2900,12,informational,93,https://pay-calculator-australia.com/low-income-tax-offset/,6.090000152587891
teacher pay queensland,2900,0,informational,31,https://pay-calculator-australia.com/teacher-pay-australia/qld/,6.090000152587891
teacher pay rates qld,2900,0,informational,24,https://pay-calculator-australia.com/teacher-pay-australia/qld/,6.090000152587891
teacher salaries qld,2900,0,informational,20,https://pay-calculator-australia.com/teacher-pay-australia/qld/,6.960000038146973
teachers salaries queensland,2900,0,informational,19,https://pay-calculator-australia.com/teacher-pay-australia/qld/,7.829999923706055
teachers salary qld,2900,0,informational,20,https://pay-calculator-australia.com/teacher-pay-australia/qld/,6.960000038146973
teaching salary qld,2900,0,informational,17,https://pay-calculator-australia.com/teacher-pay-australia/qld/,12.470000267028809
teaching salary queensland,2900,0,informational,16,https://pay-calculator-australia.com/teacher-pay-australia/qld/,12.470000267028809
teaching wages qld,2900,0,informational,19,https://pay-calculator-australia.com/teacher-pay-australia/qld/,7.829999923706055
tfn declaration,2900,3,informational,24,https://pay-calculator-australia.com/tax-file-number-declaration/,6.090000152587891
year to date calculator,2900,7,informational,45,https://pay-calculator-australia.com/ytd-income-calculator/,6.090000152587891
year-to date calculator,2900,0,informational,38,https://pay-calculator-australia.com/ytd-income-calculator/,6.090000152587891
ytd calculator,2900,0,informational,51,https://pay-calculator-australia.com/ytd-income-calculator/,6.090000152587891
adp hourly paycheck calculator,2400,21,informational,44,https://pay-calculator-australia.com/,5.039999961853027
adp payroll hourly calculator,2400,16,informational,47,https://pay-calculator-australia.com/,5.039999961853027
australia nurses pay rates,2400,1,informational,87,https://pay-calculator-australia.com/healthcare-worker-pay/nsw/,5.039999961853027
australia tax slabs,2400,32,informational,54,https://pay-calculator-australia.com/tax-brackets/,5.039999961853027
australian nurses pay rates,2400,1,informational,83,https://pay-calculator-australia.com/healthcare-worker-pay/nsw/,5.039999961853027
australian nursing pay rates,2400,1,informational,86,https://pay-calculator-australia.com/healthcare-worker-pay/nsw/,5.039999961853027
australian tax slab,2400,37,informational,51,https://pay-calculator-australia.com/tax-brackets/,5.039999961853027
australian tax slabs,2400,31,informational,47,https://pay-calculator-australia.com/tax-brackets/,5.039999961853027
calculating pay rate,2400,8,informational,32,https://pay-calculator-australia.com/hourly-to-annual-salary-calculator/,5.039999961853027
concessional contributions cap 2026,2400,5,informational,94,https://pay-calculator-australia.com/news/super-contribution-caps-2026-27/,5.039999961853027
fortnights in a year,2400,0,informational,69,https://pay-calculator-australia.com/fortnightly-pay-calculator/,5.039999961853027
individual tax rate 2025,2400,37,informational,53,https://pay-calculator-australia.com/tax-brackets/,5.039999961853027
individual tax rates 2025,2400,37,informational,85,https://pay-calculator-australia.com/tax-brackets/,5.039999961853027
midwife pay rate,2400,0,informational,65,https://pay-calculator-australia.com/healthcare-worker-pay/qld/,5.039999961853027
minimum wage increase 2026,2400,14,informational,59,https://pay-calculator-australia.com/news/minimum-wage-increase-july-2026/,5.039999961853027
monthly tax table,2400,0,informational,21,https://pay-calculator-australia.com/monthly-tax-table/,5.519999980926514
notice of assessment ato,2400,4,informational,40,https://pay-calculator-australia.com/notice-of-assessment/,5.039999961853027
nurse pay rate in australia,2400,1,informational,80,https://pay-calculator-australia.com/healthcare-worker-pay/nsw/,5.039999961853027
nurse wage australia,2400,0,informational,89,https://pay-calculator-australia.com/healthcare-worker-pay/vic/,5.039999961853027
nurse wages australia,2400,1,informational,91,https://pay-calculator-australia.com/healthcare-worker-pay/vic/,5.039999961853027
nursing australia pay rates,2400,1,informational,74,https://pay-calculator-australia.com/healthcare-worker-pay/nsw/,5.039999961853027
nursing pay rate in australia,2400,1,informational,83,https://pay-calculator-australia.com/healthcare-worker-pay/nsw/,5.039999961853027
nursing pay rates in australia,2400,2,informational,78,https://pay-calculator-australia.com/healthcare-worker-pay/nsw/,5.039999961853027
nursing wages australia,2400,1,informational,44,https://pay-calculator-australia.com/healthcare-worker-pay/vic/,5.039999961853027
pay rate for nurses in australia,2400,2,informational,85,https://pay-calculator-australia.com/healthcare-worker-pay/nsw/,5.039999961853027
paycheck calculator adp hourly,2400,49,informational,47,https://pay-calculator-australia.com/,5.039999961853027
paycheck calculator hourly adp,2400,18,informational,45,https://pay-calculator-australia.com/,5.039999961853027
sapto,2400,0,informational,20,https://pay-calculator-australia.com/sapto-calculator/,5.760000228881836
super co contribution,2400,0,informational,78,https://pay-calculator-australia.com/super-co-contribution/,5.039999961853027
super contribution cap 2026,2400,5,informational,97,https://pay-calculator-australia.com/news/super-contribution-caps-2026-27/,5.039999961853027
super rate australia,2400,8,commercial,75,https://pay-calculator-australia.com/superannuation-guide/,5.039999961853027
superannuation percentage in australia,2400,2,informational,46,https://pay-calculator-australia.com/superannuation-guide/,5.039999961853027
superannuation rate australia,2400,1,informational,53,https://pay-calculator-australia.com/superannuation-guide/,5.039999961853027
tax file number form,2400,39,informational,38,https://pay-calculator-australia.com/tax-file-number-declaration/,5.039999961853027
tax free threshold 2025,2400,17,informational,44,https://pay-calculator-australia.com/tax-brackets/,5.039999961853027
tax free threshold 2026,2400,17,informational,38,https://pay-calculator-australia.com/tax-brackets/,5.039999961853027
tax monthly table,2400,1,informational,21,https://pay-calculator-australia.com/monthly-tax-table/,5.519999980926514
